ticker,qty,fill_price,side
KVDN,60,103.04,sell
ZQRX,623,93.36,buy
MTLP,13,106.82,buy
WBYZ,32,105.68,sell
ZQRX,89,99.0,buy
ZQRX,305,96.22,buy
PLOM,998,98.35,buy
PLOM,240,102.94,sell
ZQRX,612,97.79,sell
MTLP,236,108.03,sell
ZQRX,513,93.88,buy
ZQRX,780,97.48,sell
ZQRX,508,98.82,buy
ZQRX,887,92.09,buy
ZQRX,58,94.75,sell
MTLP,461,98.47,sell
ZQRX,325,97.6,buy
KVDN,905,94.4,buy
KVDN,186,95.1,buy
MTLP,415,98.6,buy
MTLP,878,88.09,buy
KVDN,693,110.13,buy
MTLP,158,101.86,sell
MTLP,886,103.22,sell
PLOM,681,114.27,sell
MTLP,318,100.79,sell
ZQRX,319,94.33,buy
ZQRX,974,104.97,buy
MTLP,559,98.06,buy
ZQRX,722,106.6,buy
KVDN,767,104.05,sell
ZQRX,134,104.79,sell
KVDN,40,102.22,sell
MTLP,982,90.68,buy
ZQRX,260,103.56,sell
PLOM,739,106.23,sell
MTLP,643,104.11,sell
ZQRX,749,92.24,sell
KVDN,981,94.86,sell
MTLP,52,107.66,buy
WBYZ,806,101.18,buy
WBYZ,165,101.08,sell
MTLP,411,94.06,buy
ZQRX,634,96.84,sell
KVDN,886,101.89,sell
MTLP,552,102.98,buy
ZQRX,597,99.95,buy
MTLP,645,106.94,buy
WBYZ,865,108.06,buy
WBYZ,297,98.01,buy
PLOM,388,102.39,sell
ZQRX,422,93.76,buy
KVDN,511,101.3,sell
PLOM,752,99.0,buy
ZQRX,25,99.23,buy
PLOM,285,93.8,sell
MTLP,57,102.78,buy
MTLP,190,103.8,sell
ZQRX,826,92.54,buy
ZQRX,847,89.81,sell
ZQRX,694,112.75,buy
ZQRX,699,104.28,sell
ZQRX,267,101.57,sell
KVDN,326,96.68,buy
KVDN,19,103.74,buy
PLOM,883,101.3,sell
KVDN,536,102.05,sell
MTLP,291,101.65,buy
ZQRX,39,96.21,sell
KVDN,71,107.39,sell
ZQRX,574,94.95,buy
KVDN,928,93.45,sell
PLOM,818,98.77,buy
MTLP,956,98.6,buy
ZQRX,149,103.66,buy
MTLP,988,102.91,buy
KVDN,154,89.64,sell
KVDN,849,97.61,buy
PLOM,820,115.41,buy
KVDN,590,97.53,buy
WBYZ,391,106.08,buy
MTLP,388,106.12,buy
KVDN,371,102.98,buy
WBYZ,739,101.66,buy
MTLP,857,105.2,sell
WBYZ,201,96.26,sell
ZQRX,336,100.95,buy
MTLP,589,103.74,buy
PLOM,625,100.67,sell
PLOM,630,102.3,buy
ZQRX,251,105.92,sell
ZQRX,285,95.17,buy
PLOM,668,101.67,buy
ZQRX,788,101.1,buy
MTLP,862,105.53,buy
WBYZ,403,101.84,buy
KVDN,26,97.47,buy
ZQRX,71,96.61,sell
KVDN,271,95.24,sell
